paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference
REAL_0200,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),1996,Meta-Analysis Database,14.8,,7,Arc-discharge,,,,480000.0,,,Individual Multiwall CNTs,Real,MWCNT,1996_Electrical Conductivities of Individual Carbon Nanotubes
REAL_0213,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),1999,Meta-Analysis Database,20.0,,7,Arc-discharge,,,,190000.0,,,Individual Multiwall CNTs,Real,MWCNT,1999_Electrical transport in pure and boron-doped carbon nanotubes
REAL_0214,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),1999,Meta-Analysis Database,20.0,,19,Arc-discharge,,,,1400000.0,,,Individual Multiwall CNTs,Real,MWCNT,1999_Electrical transport in pure and boron-doped carbon nanotubes
REAL_0226,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2000,Meta-Analysis Database,1.4,,3,Laser ablation ,,,,258000.0,,,Individual Bundle,Real,FWCNT,2000 Transport properties of a potassium-doped single-wall carbon nanotube rope
REAL_0227,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2000,Meta-Analysis Database,1.0,,2,Not Reported/ Can not calculate,,,,18700000.0,,,Individual FWCNT,Real,FWCNT,2000_High-field electrical transport in single-wall carbon nanotubes
REAL_0228,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2000,Meta-Analysis Database,1.4,,3,Buckypaper,,,,1975.13818071,,,Unaligned Few-wall CNTs,Real,FWCNT,2000_Optical and dc conductivity study of potassium-doped single-walled carbon nanotube films
REAL_0229,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2000,Meta-Analysis Database,1.4,,3,Buckypaper,,,,20628.393573248,,,Unaligned Few-wall CNTs,Real,FWCNT,2000_Optical and dc conductivity study of potassium-doped single-walled carbon nanotube films
REAL_0232,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2001,Meta-Analysis Database,8.6,,12,Arc-discharge,,,,18700000.0,,,Individual Multiwall CNTs,Real,MWCNT,2001 Reliability and current carrying capacity of carbon nanotubes
REAL_0233,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2001,Meta-Analysis Database,15.3,,5,Arc-discharge,,,,8000000.0,,,Individual Multiwall CNTs,Real,MWCNT,2001 Reliability and current carrying capacity of carbon nanotubes
REAL_0237,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2001,Meta-Analysis Database,8.0,,17,Arc-discharge,,,,500000.0,,,Individual Multiwall CNTs,Real,MWCNT,2001_Current saturation and electrical breakdown in multiwalled carbon nanotubes
REAL_0238,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2001,Meta-Analysis Database,14.0,,17,Arc-discharge,,,,300000.0,,,Individual Multiwall CNTs,Real,MWCNT,2001_Current saturation and electrical breakdown in multiwalled carbon nanotubes
REAL_0239,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2002,Meta-Analysis Database,1.0,,2,Not Reported/ Can not calculate,,,,142000000.0,,,Individual FWCNT,Real,FWCNT,2002 Single-Walled Carbon Nanotube Electronics
REAL_0240,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2002,Meta-Analysis Database,2.0,,3,Not Reported/ Can not calculate,,,,53000000.0,,,Individual FWCNT,Real,FWCNT,2002 Single-Walled Carbon Nanotube Electronics
REAL_0241,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2002,Meta-Analysis Database,1.0,,3,Not Reported/ Can not calculate,,,,200000000.0,,,Individual FWCNT,Real,FWCNT,2002 Single-Walled Carbon Nanotube Electronics
REAL_0243,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2003,Meta-Analysis Database,1.3,,2,Aligned Buckypaper,,,,812000.0,,,Aligned Few-wall CNTs,Real,FWCNT,2003 Magnetically aligned single wall carbon nanotube films: preferred orientation and anisotropic
REAL_0244,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2003,Meta-Analysis Database,1.3,,3,Aligned Buckypaper,,,,109890.1098901098,,,Aligned Few-wall CNTs,Real,FWCNT,2003 Magnetically aligned single wall carbon nanotube films: preferred orientation and anisotropic
REAL_0257,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2004,Meta-Analysis Database,1.0,52700.0,2,Liquid Extrusion ,,,,499999.9999999999,0.116,120.0,Aligned Few-wall CNTs,Real,FWCNT,"2004 Macroscopic, Neat, Single-Walled Carbon Nanotube Fibers"
REAL_0258,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2004,Meta-Analysis Database,1.0,,4,Liquid Extrusion ,,,,49999.9999999999,,,Aligned Few-wall CNTs,Real,FWCNT,"2004 Macroscopic, Neat, Single-Walled Carbon Nanotube Fibers"
REAL_0265,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,1.36,,2,Buckypaper,,,,10000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2005 Charge transfer and Fermi level shift in p-doped single-walled carbon nanotubes
REAL_0266,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,1.36,,4,Buckypaper,,,,71400.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2005 Charge transfer and Fermi level shift in p-doped single-walled carbon nanotubes
REAL_0267,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,1.36,,3,Buckypaper,,,,98000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2005 Charge transfer and Fermi level shift in p-doped single-walled carbon nanotubes
REAL_0273,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,46.0,,19,Individual MWCNT,,,,653000.0,,,Individual Multiwall CNTs,Real,MWCNT,"2005 Measurement of thermal conductivity of individual multiwalled carbon
nanotubes by the 3-_x0001_ method"
REAL_0274,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,42.0,,14,Individual MWCNT,,,,602000.0,,,Individual Multiwall CNTs,Real,MWCNT,"2005 Measurement of thermal conductivity of individual multiwalled carbon
nanotubes by the 3-_x0001_ method"
REAL_0286,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,12.0,,6,Not Reported/ Can not calculate,,,,130000.0,,,Individual Multiwall CNTs,Real,MWCNT,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes
REAL_0291,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2005,Meta-Analysis Database,8.500000000000004,,12,Not Reported/ Can not calculate,,,,70000.0,,,Individual Multiwall CNTs,Real,MWCNT,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes
REAL_0307,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,1.7,,3,Unknown,,,,40220000.0,,,Individual FWCNT,Real,FWCNT,2007 Scaling of resistance and electron mean free path of single-walled carbon nanotubes
REAL_0308,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,10.0,4000.0,10,Forest derived,,,,16999.9999999999,0.85,275.0,Aligned Multiwall CNTs,Real,MWCNT,"2007 Strong Carbon-Nanotube Fibers Spun from
Long Carbon-Nanotube Arrays"
REAL_0310,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,10.0,3000.0,6,Forest derived,,,,40999.9999999999,1.91,330.0,Aligned Multiwall CNTs,Real,MWCNT,"2007 Strong Carbon-Nanotube Fibers Spun from
Long Carbon-Nanotube Arrays"
REAL_0312,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,5,Forest derived,,,,59520.0,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0313,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,18,Forest derived,,,,81830.0,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0314,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,18,Forest derived,,,,6999.9999999999,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0315,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,7,Forest derived,,,,96900.0,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0316,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,6,Forest derived,,,,115270.0,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0317,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,18,Forest derived,,,,7109.9999999999,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
REAL_0318,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,10.0,,16,Forest derived,,,,30925.2663586783,,,Aligned Multiwall CNTs,Real,MWCNT,"2007 Thermal transport in MWCNT sheets and yarns
Ali"
REAL_0319,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,10.0,10000.0,14,Forest derived,,,,30330.6035790112,,,Aligned Multiwall CNTs,Real,MWCNT,"2007 Thermal transport in MWCNT sheets and yarns
Ali"
REAL_0340,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,15.0,,11,Forest derived,,,,20000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2008 Highly oriented carbon nanotube papers made of aligned carbon nanotubes
REAL_0341,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,15.0,,7,Buckypaper,,,,15000.0,,,Unaligned multiwall CNTs,Real,MWCNT,2008 Highly oriented carbon nanotube papers made of aligned carbon nanotubes
REAL_0342,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,50.0,,15,Liquid Extrusion ,,,,8000.0,0.15,69.0,Aligned Multiwall CNTs,Real,MWCNT,"2008 Macroscopic Fibers of Well-Aligned Carbon Nanotubes
by Wet Spinning"
REAL_0343,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,62.0,,15,Liquid Extrusion ,,,,30000.0,0.17,142.0,Aligned Multiwall CNTs,Real,MWCNT,"2008 Macroscopic Fibers of Well-Aligned Carbon Nanotubes
by Wet Spinning"
REAL_0350,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,10.0,10000.0,5,Forest derived,,,,49999.9999999999,0.35,25.0,Aligned Multiwall CNTs,Real,MWCNT,"2008 Solid-state spun fibers and yarns from 1-mm long carbon
nanotube forests synthesized by water-assisted chemical vapor
deposition"
REAL_0391,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2008,Meta-Analysis Database,1.6,200000.0,3,Floating Catalyst,,,,50000.0,,,Aligned Few-wall CNTs,Real,FWCNT,2008_Highly Dense and Perfectly Aligned SWCNT fabricated by Diamond Wire Drawing Dies
REAL_0400,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,1.2,,3,Arc-discharge,,,,67000000.0,,,Individual FWCNT,Real,FWCNT,2009 Electrical Connectivity in Single-Walled Carbon Nanotube Networks 
REAL_0404,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,10.0,,10,Forest derived,,,,100000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2009 Flexible High-Conductivity Carbon-Nanotube Interconnects Made by Rolling and Printing
REAL_0411,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,11.54,,12,Buckypaper,,,,2401.0,,,Unaligned multiwall CNTs,Real,MWCNT,2009 Highly conductive multiwall carbon nanotube and epoxy composites produced by three-roll milling
REAL_0412,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,10.0,,19,Buckypaper,,,,2537.4,,,Unaligned multiwall CNTs,Real,MWCNT,2009 Highly conductive multiwall carbon nanotube and epoxy composites produced by three-roll milling
REAL_0413,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,10.8,,17,Buckypaper,,,,3629.0,,,Unaligned multiwall CNTs,Real,MWCNT,2009 Highly conductive multiwall carbon nanotube and epoxy composites produced by three-roll milling
REAL_0414,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,12.74,,9,Buckypaper,,,,1368.1,,,Unaligned multiwall CNTs,Real,MWCNT,2009 Highly conductive multiwall carbon nanotube and epoxy composites produced by three-roll milling
REAL_0415,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2009,Meta-Analysis Database,50.0,,18,Pressed Pellet,,,,8026.0,,,Unaligned multiwall CNTs,Real,MWCNT,2009 Transport properties of hot pressed bulk carbon nanotubes compacted by spark plasma sintering
REAL_0425,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,4222.96436037322,16,Forest derived,,,,88591.621036547,0.950481823280477,,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
REAL_0426,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,16554.9635445877,13,Forest derived,,,,85224.58734150209,0.938474481211441,,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
REAL_0427,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,23545.0976393208,5,Forest derived,,,,65726.8176883649,0.849681333809208,,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
REAL_0428,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,34119.5890480803,5,Forest derived,,,,52439.0628297651,0.620104012644675,,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
REAL_0429,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,9600.0,16,Forest derived,,,,90909.0909090909,1.1,56.0,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
REAL_0445,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,1.46,,2,Buckypaper,,,,70000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2010 Transport Mechanisms in Metallic and Semiconducting Single-Wall Carbon Nanotube Networks
REAL_0449,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,11.1,,13,Forest derived,,,,34999.9999999999,0.303,,Aligned Multiwall CNTs,Real,MWCNT,"2010_Spinnable carbon nanotube forests grown on thin, flexible
metallic substrates"
REAL_0459,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,19,Not Reported/ Can not calculate,,,,944.2446043164999,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0460,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,16,Not Reported/ Can not calculate,,,,1785.7142857142,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0461,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,13,Not Reported/ Can not calculate,,,,3750.0,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0462,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,9,Not Reported/ Can not calculate,,,,5965.9090909091,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0463,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,6,Not Reported/ Can not calculate,,,,10937.5,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0464,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,,14,Not Reported/ Can not calculate,,,,12209.3023255813,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER
REAL_0469,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,30.0,,5,Forest derived,,,,40000.0,0.0756,,Aligned Multiwall CNTs,Real,MWCNT,2011 Anisotropic carbon nanotube papers fabricated from multiwalled carbon nanotube webs
REAL_0470,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,18,Forest derived,,,,14482.7586206895,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0471,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,8,Forest derived,,,,23275.8620689654,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0472,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,14,Forest derived,,,,19396.5517241378,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0473,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,13,Forest derived,,,,22931.0344827586,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0474,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,12,Forest derived,,,,34913.7931034482,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0475,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,10,Forest derived,,,,37241.3793103448,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0476,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,18,Forest derived,,,,31379.3103448275,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0477,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,10,Forest derived,,,,30172.4137931033,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0478,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,7,Forest derived,,,,34482.7586206896,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0479,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,15,Forest derived,,,,36982.7586206896,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns
REAL_0495,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,33.25,,16,Chemical Vapor Deposition,,,,160000.0,,,Individual Multiwall CNTs,Real,MWCNT,2011_Healing of broken multiwalled carbon nanotubes using very low energy electrons in SEM: A route toward complete recovery
REAL_0498,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,6.0,10000.0,2,Forest derived,,,,46000.0,1.05,,Aligned Few-wall CNTs,Real,FWCNT,2012 Carbon nanotube ﬁbers for electrochemical applications: effect of enhanced interfaces by an acid treatment 
REAL_0499,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,6.0,9000.0,2,Forest derived,,,,105000.0,1.52,,Aligned Few-wall CNTs,Real,FWCNT,2012 Carbon nanotube ﬁbers for electrochemical applications: effect of enhanced interfaces by an acid treatment 
