Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Unnamed: 16,Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked ,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity ,Log Thermal Conductivity ,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate ,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Unaligned Few-wall CNTs,0.146,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,H2SO3 doped,2005.0,Buckypaper,Doped,H2SO3,0.055,Unsorted ,Not Reported/ Can not calculate,1595.29433734593,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2005 Effect of Chemical Treatment on Electrical Conductivity, Infrared Absorption, and Raman Spectra of Single-Walled Carbon Nanotubes",,,,,5,-0.835647144215563,,,,,,,,,,,,,-1.2596373105057561,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,0.653,2.1,0.31095238095238087,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,46,46,20200524,"Conductivity derived from their numbers, they state contact resistance is low and in the diffusive regeme, density estimated 2.1 g/cm3",2005.0,Individual MWCNT,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,650,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2005 Measurement of thermal conductivity of individual multiwalled carbon
nanotubes by the 3-_x0001_ method",,,,,2,-0.18508681872492605,0.3222192947339193,-0.5073061134588455,,,,,,1.662757831681574,,2.8129133566428557,,,,2.8129133566428557,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,46,1.662757831681574,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,0.602,2.1,0.2866666666666666,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,42,42,20200524,"Conductivity derived from their numbers, they state contact resistance is low and in the diffusive regeme, density estimated 2.1 g/cm3",2005.0,Individual MWCNT,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,830,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2005 Measurement of thermal conductivity of individual multiwalled carbon
nanotubes by the 3-_x0001_ method",,,,,2,-0.22040350874217546,0.3222192947339193,-0.5426228034760948,,,,,,1.6232492903979006,,2.9190780923760737,,,,2.9190780923760737,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,42,1.6232492903979006,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,28.2210708117443,28.2210708117443,20200514,Density estimated 2.1 g/cm3,2005.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,489.443378119001,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005 Measuring the Thermal Conductivity of a Single Carbon Nanotube,,,,,3,,0.3222192947339193,,,,,,,1.4505734884689592,,2.68970245713443,,,,2.68970245713443,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,28.2210708117443,1.4505734884689592,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,16.1312607944732,16.1312607944732,20200514,Density estimated 2.1 g/cm3,2005.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1637.23608445297,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005 Measuring the Thermal Conductivity of a Single Carbon Nanotube,,,,,3,,0.3222192947339193,,,,,,,1.2076683125026564,,3.2141113078679973,,,,3.2141113078679973,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,16.1312607944732,1.2076683125026564,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.82728842832469,9.82728842832469,20200514,Density estimated 2.1 g/cm3,2005.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2067.17850287907,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005 Measuring the Thermal Conductivity of a Single Carbon Nanotube,,,,,3,,0.3222192947339193,,,,,,,0.9924337026676346,,3.315377979998455,,,,3.315377979998455,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,9.82728842832469,0.9924337026676346,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.3333333333333333,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,44,X ray,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.2--1.4,1.3,20200508,Doped in terms of acid extrusion,2005.0,Liquid Extrusion ,,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.434010263644744,0.401945033361512,0.372248823074449,0.290068119869315,0.279147236854351,0.6944910713781208,0.7498942093324553,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-0.47712125471966244,,,,,,,,0.11394335230683679,,,-0.15833333333333358,-0.1250000000000003,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.3,0.11394335230683679,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.02,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.2--1.4,1.3,20200508,Dedoped,2005.0,Liquid Extrusion ,Dedeoped,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3514.25550108067,215.443469003188,57.8761988349126,8.99842842728974,4.59726988530872,0.021338636564753294,0.07943282347242739,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-1.6989700043360187,,,,,,,,0.11394335230683679,,,-1.6708333333333327,-1.100000000000004,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.3,0.11394335230683679,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.05610733072063835,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.2--1.4,1.3,20200719,Dedoped,2005.0,Liquid Extrusion ,Dedeoped,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,38.3984527932534,17.6627703996644,8.73326162382842,2.74925919520072,1.78229829713172,0.10090706366004647,0.20408163340358165,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-1.2509803921568607,,,,,,,,0.11394335230683679,,,-0.9960784313725504,-0.690196078431374,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,1.3,0.11394335230683679,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.16666666666666666,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,Doped Buckypaper,2005.0,Buckypaper,H2SO4,H2SO4,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.01937348593887,0.953161883234788,0.874312458022073,0.694491071378121,0.637039947118217,0.668343917568615,0.728618174513229,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-0.7781512503836436,,,,,,,,,,,-0.17499999999999974,-0.13749999999999926,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.011111111111111112,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,Dedoped Buckypaper,2005.0,Buckypaper,Dedoped ,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8912.50938133745,383.118684955729,98.0994712726877,15.8489319246111,8.65964323360065,0.02260303027141918,0.08827410710022471,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-1.9542425094393248,,,,,,,,,,,-1.6458333333333337,-1.0541666666666667,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.1409352427453916,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,"made with H2SO4, rinsed out with acetone",2005.0,Buckypaper,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.21359435804755,1.54253594901881,1.21976034409234,0.790750027490908,0.709545732153428,0.4599865128619934,0.5817091329374395,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-0.8509803921568624,,,,,,,,,,,-0.3372549019607815,-0.23529411764705607,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Mott minimum conductivity ,0.05,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20191229, Mott criterion for minimum metallic conductivity (from Vavro 2005),2005.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005 Metal-insulator transition in doped single-wall carbon nanotubes,,,,,7,-1.3010299956639813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,"93 Very high conductivity for a very wide CNT, well beyond graphite, does not seem to be repeated in literature",,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,100,100,20200525,All walls electically connected ,2005.0,Chemical Vapor Deposition,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005 Multichannel Ballistic Transport in Multiwall Carbon Nanotubes,,,,,1,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,100,2.0,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,0.13,2.1,0.06190476190476189,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12,12,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,-0.8860566476931632,0.3222192947339193,-1.2082759424270826,,,,,,1.0791812460476249,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.24,2480135465761.213,1181016.8884577204,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,12.39447540277212,,,12,1.0791812460476249,,CNT,sub-micron,-0.6989700043360187,sub-mm
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11.3,11.3,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,,0.3222192947339193,,,,,,,1.0530784434834197,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.227,2672202077060.6685,1272477.1795526992,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,12.426869297229391,,,11.3,1.0530784434834197,,CNT,sub-micron,-0.6989700043360187,sub-mm
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10.600000000000001,10.600000000000001,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,,0.3222192947339193,,,,,,,1.0253058652647702,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.21,2841750498399.237,1353214.5230472556,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,12.453585944835257,,,10.600000000000001,1.0253058652647702,,CNT,sub-micron,-0.6989700043360187,sub-mm
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.900000000000002,9.900000000000002,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,,0.3222192947339193,,,,,,,0.99563519459755,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.185,2908016244148.2104,1384769.6400705765,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,12.463596828158192,,,9.900000000000002,0.99563519459755,,CNT,sub-micron,-0.6989700043360187,sub-mm
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.200000000000003,9.200000000000003,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,,0.3222192947339193,,,,,,,0.9637878273455555,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.154,2846260558705.4,1355362.1708120953,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,12.454274654718144,,,9.200000000000003,0.9637878273455555,,CNT,sub-micron,-0.6989700043360187,sub-mm
